anio,Clave_del_incendio,latitud,longitud,Clave_Municipio,Estado,Municipio,CVE_ENT,CVE_MUN,CVEGEO,Region,Predio,Causa,Causa_especifica,Fecha_Inicio,Fecha_Termino,Duracion_dias,Tipo_de_incendio,Tipo_Vegetacion,Regimen_de_fuego,Tipo_impacto,Arbolado_Adulto,Renuevo,Arbustivo,Herbaceo,Hojarasca,Total_hectareas,Tamano,Deteccion,Llegada,Duracion,Entidad,fn_Clave_del_incendio,fn_Predio,fn_Causa,fn_Causa_especifica,fn_Duracion_dias,fn_Tipo_de_incendio,fn_Tipo_Vegetacion,fn_Tipo_impacto,fn_Tamano
2022,22-24-0004,22.24830833,-101.0913639,21,San Luis Potosí,Mexquitic de Carmona,24,21,2124,Occidente,Los Coronado,Actividades agrícolas,Quema para desmontar,2/23/2022,2/23/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,9.53,23.82,0,33.35,21 a 50 Hectáreas,600,1800,19800,San Luis Potosí,,,,,,,,,
2022,22-24-0005,21.96539167,-100.9242,50,San Luis Potosí,Villa de Reyes,24,50,5024,Occidente,Jesús María,Fumadores,Fumadores,3/6/2022,3/6/2022,1 Día,Superficial,Matorral Desértico Micrófilo,Otros,Impacto Mínimo,0,0,7.3,11.2,0,18.5,11 a 20 Hectáreas,600,5400,16200,San Luis Potosí,,,,,,,,,
2022,22-24-0006,22.08862222,-100.9422333,28,San Luis Potosí,San Luis Potosí,24,28,2824,Occidente,Virgen del Chorrito,Desconocidas,Desconocidas,3/9/2022,3/9/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,0.8,2.5,0,3.3,0 a 5 Hectáreas,300,900,12600,San Luis Potosí,,,,,,,,,
2022,22-24-0007,21.81331111,-100.9757,50,San Luis Potosí,Villa de Reyes,24,50,5024,Occidente,Saucillo,Desconocidas,Desconocidas,3/9/2022,3/10/2022,2 a 3 Días,Superficial,Matorral Desértico Micrófilo,Otros,Impacto Mínimo,0,0,8.36,18.25,0,26.61,21 a 50 Hectáreas,4980,8100,62400,San Luis Potosí,,,,,,,,,
2022,22-24-0008,21.85046389,-100.7410556,32,San Luis Potosí,Santa María del Río,24,32,3224,Occidente,El Huizache,Fumadores,Fumadores,3/13/2022,3/13/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,7.7,12.2,0,19.9,11 a 20 Hectáreas,240,540,8340,San Luis Potosí,,,,,,,,,
2022,22-24-0009,22.20980556,-101.1044889,21,San Luis Potosí,Mexquitic de Carmona,24,21,2124,Occidente,El Picacho,Desconocidas,Desconocidas,3/13/2022,3/13/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,1.2,2.2,0,3.4,0 a 5 Hectáreas,1200,2100,13200,San Luis Potosí,,,,,,,,,
2022,22-24-0010,22.64631667,-99.480425,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Tinajeño,Actividades agrícolas,Quema de cañaveral,3/13/2022,3/14/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1.1,1.4,1.63,4.13,0 a 5 Hectáreas,300,600,64800,San Luis Potosí,,,,,,,,,
2022,22-24-0011,22.22834167,-101.050675,21,San Luis Potosí,Mexquitic de Carmona,24,21,2124,Occidente,Cerrito de Jaral,Actividades agrícolas,Quema para desmontar,3/14/2022,3/14/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,7.3,12.84,0,20.14,21 a 50 Hectáreas,300,1800,9000,San Luis Potosí,,,,,,,,,
2022,22-24-0012,21.71334444,-99.87413611,24,San Luis Potosí,Rioverde,24,24,2424,Occidente,Puerto de Martinez,Fumadores,Fumadores,3/14/2022,3/14/2022,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0.3,1.8,0.5,2.6,0 a 5 Hectáreas,300,2700,16200,San Luis Potosí,,,,,,,,,
2022,22-24-0013,21.85585,-99.37029722,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Torresitas,Actividades agrícolas,Quema de cañaveral,3/14/2022,3/14/2022,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,0,0.61,0.61,0 a 5 Hectáreas,600,7200,19800,San Luis Potosí,,,,,,,,,
2022,22-24-0014,21.95571389,-98.88815,40,San Luis Potosí,Tamuín,24,40,4024,Occidente,Taninul,Fumadores,Fumadores,3/15/2022,3/16/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0.1,0.17,0.8,1.07,0 a 5 Hectáreas,600,900,68400,San Luis Potosí,,,,,,,,,
2022,22-24-0015,22.38452778,-99.24122222,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Charco de Oriente,Actividades agrícolas,Quema de cañaveral,3/19/2022,3/19/2022,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,0.68,1.5,2.18,0 a 5 Hectáreas,300,900,26100,San Luis Potosí,,,,,,,,,
2022,22-24-0016,22.41010278,-99.26707222,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Estribo,Actividades agrícolas,Quema de cañaveral,3/19/2022,3/20/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,4,9,15,28,21 a 50 Hectáreas,600,3600,122400,San Luis Potosí,,,,,,,,,
2022,22-24-0017,21.79950556,-99.48040556,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,La Palma,Actividades agrícolas,Quema para desmontar,3/20/2022,3/20/2022,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0,0,2.24,2.24,0 a 5 Hectáreas,1200,2100,25200,San Luis Potosí,,,,,,,,,
2022,22-24-0018,22.28074444,-101.0858778,21,San Luis Potosí,Mexquitic de Carmona,24,21,2124,Occidente,Mexquitic,Actividades ilícitas,Vandalismo,3/22/2022,3/25/2022,4 a 7 Días,Superficial,Matorral Crasicaule,Otros,Impacto Mínimo,0,0,297.11,655.55,0,952.66,Mayor a 100 Hectáreas,1800,3300,284400,San Luis Potosí,,,,,,,,,
2022,22-24-0019,21.80413611,-99.90180833,24,San Luis Potosí,Rioverde,24,24,2424,Occidente,La Aldea,Actividades agrícolas,Quema para preparación de siembra,3/22/2022,3/23/2022,2 a 3 Días,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,4.1,10.5,3,17.6,11 a 20 Hectáreas,300,1800,90000,San Luis Potosí,,,,,,,,,
2022,22-24-0020,22.40977222,-99.24986944,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Estribo 2,Actividades agrícolas,Quema de cañaveral,3/23/2022,3/24/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,1,1.15,2.15,0 a 5 Hectáreas,300,1800,79200,San Luis Potosí,,,,,,,,,
2022,22-24-0021,21.99961111,-98.98639444,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,Palma Sola,Quema de basureros,Basurero irregular,3/24/2022,3/24/2022,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,1.8,4.5,8.1,14.4,11 a 20 Hectáreas,600,1800,37800,San Luis Potosí,,,,,,,,,
2022,22-24-0022,21.87889167,-99.38803056,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,El Clarín,Actividades agrícolas,Quema de cañaveral,3/25/2022,3/25/2022,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,0,1.1,1.1,0 a 5 Hectáreas,900,3600,21600,San Luis Potosí,,,,,,,,,
2022,22-24-0023,22.029025,-99.00731111,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,El Jobito,Quema de basureros,Basurero irregular,3/25/2022,3/28/2022,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,34,51,89,174,Mayor a 100 Hectáreas,300,1800,303900,San Luis Potosí,,,,,,,,,
2022,22-24-0024,22.42462222,-99.27667222,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Estribo 3,Actividades agrícolas,Quema de cañaveral,3/26/2022,4/1/2022,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,22,49,86,157,Mayor a 100 Hectáreas,2100,5100,536400,San Luis Potosí,,,,,,,,,
2022,22-24-0025,22.33663889,-99.42967778,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,Papagayos,Actividades pecuarias,Quema para pastoreo,3/26/2022,3/31/2022,4 a 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,2.4,3.3,7.2,12.9,11 a 20 Hectáreas,1500,3600,444600,San Luis Potosí,,,,,,,,,
2022,22-24-0026,22.38935556,-99.49725,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,La Italiana,Actividades pecuarias,Quema para pastoreo,3/26/2022,4/16/2022,Mayor de 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Moderado,0,0,118.5,135.02,297,550.52,Mayor a 100 Hectáreas,3600,6000,1821600,San Luis Potosí,,,,,,,,,
2022,22-24-0027,22.29518333,-99.24288333,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,La Hincada 2,Actividades agrícolas,Quema de cañaveral,3/27/2022,3/29/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,7,13,28,48,21 a 50 Hectáreas,1200,3600,187200,San Luis Potosí,,,,,,,,,
2022,22-24-0028,21.92110278,-99.40258056,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Tamasopo,Actividades agrícolas,Quema de cañaveral,3/30/2022,3/30/2022,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0.3,0.5,1,1.8,0 a 5 Hectáreas,300,1200,18900,San Luis Potosí,,,,,,,,,
2022,22-24-0029,22.51903333,-99.34969444,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Chupaderos la Torre,Fumadores,Fumadores,3/30/2022,3/30/2022,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0,0,3.5,3.5,0 a 5 Hectáreas,600,900,19200,San Luis Potosí,,,,,,,,,
2022,22-24-0030,22.57955556,-99.36236111,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Meco,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/1/2022,2 a 3 Días,Superficial,Palmar Natural,Adaptado,Impacto Mínimo,0,0,1.73,5.2,1.03,7.96,6 a 10 Hectáreas,900,1200,196500,San Luis Potosí,,,,,,,,,
2022,22-24-0031,21.88890278,-99.30966667,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Rancho Nuevo,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/2/2022,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,5,2.5,4,11.5,11 a 20 Hectáreas,900,900,278700,San Luis Potosí,,,,,,,,,
2022,22-24-0032,22.52840278,-99.38030833,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Guamuchil,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/1/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,0.31,0.5,0.81,0 a 5 Hectáreas,1200,2700,189000,San Luis Potosí,,,,,,,,,
2022,22-24-0033,22.56211111,-99.38331944,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Salto El Marranero,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/1/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0.7,0.5,3.8,5,0 a 5 Hectáreas,1500,2100,172200,San Luis Potosí,,,,,,,,,
2022,22-24-0034,22.59588333,-99.390225,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Salto La Cebadilla,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/1/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,1,1.5,4.5,7,6 a 10 Hectáreas,600,1200,186300,San Luis Potosí,,,,,,,,,
2022,22-24-0035,22.48048889,-99.51035,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,El Parque,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/1/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,9.8,20,0,29.8,21 a 50 Hectáreas,1200,2700,182400,San Luis Potosí,,,,,,,,,
2022,22-24-0036,22.48456944,-99.46563056,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,Las Barbaritas,Actividades agrícolas,Quema de cañaveral,3/30/2022,4/1/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,2,6,9.8,17.8,11 a 20 Hectáreas,600,1200,172800,San Luis Potosí,,,,,,,,,
2022,22-24-0037,21.89643889,-99.25828333,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Carpintero,Actividades agrícolas,Quema de cañaveral,3/31/2022,3/31/2022,1 Día,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,7.2,15,17.9,40.1,21 a 50 Hectáreas,600,1500,18300,San Luis Potosí,,,,,,,,,
2022,22-24-0038,21.94310278,-99.28869444,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Abras del Corozo,Actividades agrícolas,Quema de cañaveral,3/31/2022,3/31/2022,1 Día,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0,0,1.5,1.5,0 a 5 Hectáreas,300,600,14400,San Luis Potosí,,,,,,,,,
2022,22-24-0039,22.33817222,-99.379375,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,Laguna de Patos,Actividades pecuarias,Quema para pastoreo,3/31/2022,4/16/2022,Mayor de 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Moderado,0,0,420.21,662.8,1010.61,2093.62,Mayor a 100 Hectáreas,1200,1500,1404000,San Luis Potosí,,,,,,,,,
2022,22-24-0040,22.09626667,-100.6826944,55,San Luis Potosí,Zaragoza,24,55,5524,Occidente,Xoconoxtle,Fumadores,Fumadores,3/31/2022,4/4/2022,4 a 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,2.1,2.8,3.7,8.6,6 a 10 Hectáreas,300,1800,365400,San Luis Potosí,,,,,,,,,
2022,22-24-0041,21.81738056,-100.7404806,32,San Luis Potosí,Santa María del Río,24,32,3224,Occidente,Santa María del Río,Fumadores,Fumadores,4/2/2022,4/2/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,36,94,0,130,Mayor a 100 Hectáreas,600,900,30300,San Luis Potosí,,,,,,,,,
2022,22-24-0042,22.39518611,-99.39868889,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,El Charco,Actividades pecuarias,Quema para pastoreo,4/2/2022,4/16/2022,Mayor de 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Moderado,0,0,196.54,294.72,420.99,912.25,Mayor a 100 Hectáreas,2400,3600,1252800,San Luis Potosí,,,,,,,,,
2022,22-24-0043,22.32541667,-99.418775,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,La Rodada,Actividades pecuarias,Quema para pastoreo,4/6/2022,4/16/2022,Mayor de 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Moderado,0,0,76,105,182,363,Mayor a 100 Hectáreas,1800,4800,912600,San Luis Potosí,,,,,,,,,
2022,22-24-0044,21.95818333,-98.93773889,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,La Bolsa,Actividades agrícolas,Quema de cañaveral,4/5/2022,4/8/2022,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,29,46.3,96.4,171.7,Mayor a 100 Hectáreas,1200,2100,256800,San Luis Potosí,,,,,,,,,
2022,22-24-0045,21.92150833,-100.1499056,24,San Luis Potosí,Rioverde,24,24,2424,Occidente,Guayabitas,Actividades pecuarias,Quema para pastoreo,4/6/2022,4/6/2022,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,1.24,2.01,0,3.25,0 a 5 Hectáreas,300,1200,25800,San Luis Potosí,,,,,,,,,
2022,22-24-0046,21.71825278,-99.08601944,3,San Luis Potosí,Aquismón,24,3,324,Occidente,Tampemoche,Actividades agrícolas,Quema para desmontar,4/6/2022,4/12/2022,4 a 7 Días,Superficial,Selva Alta Perennifolia,Sensible,Impacto Mínimo,0,0,12.6,15.2,28.5,56.3,51 a 100 Hectáreas,1800,5400,529200,San Luis Potosí,,,,,,,,,
2022,22-24-0047,22.10728889,-99.15586944,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,Estación Micos,Actividades agrícolas,Quema para desmontar,4/6/2022,4/14/2022,Mayor de 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,14.5,23.2,43.02,80.72,51 a 100 Hectáreas,300,900,696900,San Luis Potosí,,,,,,,,,
2022,22-24-0048,21.56765278,-100.4804139,43,San Luis Potosí,Tierra Nueva,24,43,4324,Occidente,El Jardín,Actividades pecuarias,Quema para pastoreo,4/6/2022,4/7/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,12.1,18.1,20.3,50.5,51 a 100 Hectáreas,3000,6000,92700,San Luis Potosí,,,,,,,,,
2022,22-24-0049,22.04032778,-99.00032222,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,Tanculpaya,Actividades agrícolas,Quema de cañaveral,4/6/2022,4/8/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,8.1,12.2,19.2,39.5,21 a 50 Hectáreas,240,1440,185040,San Luis Potosí,,,,,,,,,
2022,22-24-0050,21.82968333,-99.43200556,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Cuesta Blanca,Actividades agrícolas,Quema de cañaveral,4/6/2022,4/8/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,5.6,10.2,19.2,35,21 a 50 Hectáreas,900,1800,180000,San Luis Potosí,,,,,,,,,
2022,22-24-0051,21.36838889,-99.035075,54,San Luis Potosí,Xilitla,24,54,5424,Occidente,Xilitlilla,Quema de basureros,Basurero irregular,4/6/2022,4/7/2022,2 a 3 Días,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,3.6,8.6,10.6,22.8,21 a 50 Hectáreas,1080,1740,98580,San Luis Potosí,,,,,,,,,
2022,22-24-0052,21.73114444,-99.17756389,3,San Luis Potosí,Aquismón,24,3,324,Occidente,Oxmolón,Actividades agrícolas,Quema para preparación de siembra,4/6/2022,4/16/2022,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,52,76,129,257,Mayor a 100 Hectáreas,600,3900,870600,San Luis Potosí,,,,,,,,,
2022,22-24-0053,21.89452222,-98.93882778,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,La Calera,Desconocidas,Desconocidas,4/7/2022,4/8/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,6.1,9.6,12,27.7,21 a 50 Hectáreas,300,600,105600,San Luis Potosí,,,,,,,,,
2022,22-24-0054,22.55610278,-99.38256111,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,La Soledad,Actividades agrícolas,Quema de cañaveral,4/7/2022,4/8/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1.1,2.9,5.3,9.3,6 a 10 Hectáreas,600,1500,99900,San Luis Potosí,,,,,,,,,
2022,22-24-0055,22.63246111,-99.48619444,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Tinajeño,Actividades agrícolas,Quema de cañaveral,4/7/2022,4/8/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0,0.5,1.5,2,0 a 5 Hectáreas,300,900,89700,San Luis Potosí,,,,,,,,,
2022,22-24-0056,22.396525,-99.27577222,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Valle,Actividades agrícolas,Quema de cañaveral,4/14/2022,4/17/2022,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,23,36,56,115,Mayor a 100 Hectáreas,1200,1800,281400,San Luis Potosí,,,,,,,,,
2022,22-24-0057,22.56340556,-99.34797778,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,Las Cotorras,Actividades agrícolas,Quema de cañaveral,4/17/2022,4/18/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0.2,1.1,1.6,2.9,0 a 5 Hectáreas,600,1200,106800,San Luis Potosí,,,,,,,,,
2022,22-24-0058,23.02479444,-100.9703722,15,San Luis Potosí,Charcas,24,15,1524,Occidente,Sierra de Coronado,Naturales,Rayos,4/20/2022,4/21/2022,2 a 3 Días,Superficial,Matorral Desértico Rosetófilo,Otros,Impacto Mínimo,0,0,3.5,4.5,0,8,6 a 10 Hectáreas,1200,3600,112200,San Luis Potosí,,,,,,,,,
2022,22-24-0059,22.07936111,-100.9296556,28,San Luis Potosí,San Luis Potosí,24,28,2824,Occidente,La Calera,Desconocidas,Desconocidas,4/24/2022,4/24/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,6.9,9.1,0,16,11 a 20 Hectáreas,300,900,18600,San Luis Potosí,,,,,,,,,
2022,22-24-0060,22.26925556,-98.98179167,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,Laguna del Mante,Actividades agrícolas,Quema de cañaveral,4/25/2022,4/25/2022,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,0.83,1,1.83,0 a 5 Hectáreas,300,600,23100,San Luis Potosí,,,,,,,,,
2022,22-24-0061,23.35115556,-101.09785,15,San Luis Potosí,Charcas,24,15,1524,Occidente,La Pollera,Naturales,Rayos,4/29/2022,5/5/2022,4 a 7 Días,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,1298.56,763.2,0,2061.76,Mayor a 100 Hectáreas,1200,2400,532200,San Luis Potosí,,,,,,,,,
2022,22-24-0062,21.83431389,-99.88844444,24,San Luis Potosí,Rioverde,24,24,2424,Occidente,Santa Isabel,Actividades agrícolas,Quema para preparación de siembra,5/8/2022,5/8/2022,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,1,1.43,0,2.43,0 a 5 Hectáreas,900,1200,21000,San Luis Potosí,,,,,,,,,
2022,22-24-0063,22.67958056,-100.486575,17,San Luis Potosí,Guadalcázar,24,17,1724,Occidente,Nuñez,Actividades ilícitas,Vandalismo,5/8/2022,5/11/2022,4 a 7 Días,Superficial,Matorral Desértico Micrófilo,Otros,Impacto Mínimo,0,0,39.3,21.9,0,61.2,51 a 100 Hectáreas,1800,7200,275100,San Luis Potosí,,,,,,,,,
2022,22-24-0064,22.09159167,-100.9492667,28,San Luis Potosí,San Luis Potosí,24,28,2824,Occidente,El Aguaje,Desconocidas,Desconocidas,5/10/2022,5/10/2022,1 Día,Superficial,Pastizal Natural,Adaptado,Impacto Mínimo,0,0,0,1.3,0,1.3,0 a 5 Hectáreas,600,1200,11700,San Luis Potosí,,,,,,,,,
2022,22-24-0065,22.53328889,-99.343575,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Sifon,Actividades agrícolas,Quema de cañaveral,5/11/2022,5/11/2022,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,1.2,1.6,2.1,4.9,0 a 5 Hectáreas,300,600,12600,San Luis Potosí,,,,,,,,,
2022,22-24-0066,22.49926389,-99.36632222,58,San Luis Potosí,El Naranjo,24,58,5824,Occidente,El Aguacate,Actividades agrícolas,Quema de cañaveral,5/15/2022,5/16/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0,3.2,6.9,10.1,11 a 20 Hectáreas,300,600,87000,San Luis Potosí,,,,,,,,,
2022,22-24-0067,21.90561111,-99.392475,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,El Crucero,Actividades agrícolas,Quema para desmontar,5/17/2022,5/17/2022,1 Día,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0,0.46,1.37,1.83,0 a 5 Hectáreas,300,300,25500,San Luis Potosí,,,,,,,,,
2022,22-24-0068,22.24781111,-99.16886389,13,San Luis Potosí,Ciudad Valles,24,13,1324,Occidente,Zaragoza,Actividades agrícolas,Quema de cañaveral,5/17/2022,5/21/2022,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,34.5,56.11,74.21,164.82,Mayor a 100 Hectáreas,900,1800,352800,San Luis Potosí,,,,,,,,,
2022,22-24-0069,22.01028333,-100.1027083,11,San Luis Potosí,Ciudad Fernández,24,11,1124,Occidente,Solano,Actividades agrícolas,Quema para desmontar,5/19/2022,5/19/2022,1 Día,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,0.3,0.7,0,1,0 a 5 Hectáreas,300,900,16500,San Luis Potosí,,,,,,,,,
2022,22-24-0070,21.94984444,-99.29125278,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Tambaca,Actividades agrícolas,Quema de cañaveral,5/20/2022,5/21/2022,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,4.3,5.9,16.7,26.9,21 a 50 Hectáreas,600,1200,96300,San Luis Potosí,,,,,,,,,
2022,22-24-0071,22.60016389,-99.55681389,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,Los Olivos,Actividades pecuarias,Quema para pastoreo,5/22/2022,5/25/2022,4 a 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,29,46,80,155,Mayor a 100 Hectáreas,600,900,283200,San Luis Potosí,,,,,,,,,
2022,22-24-0072,23.33998333,-101.0529389,15,San Luis Potosí,Charcas,24,15,1524,Occidente,Ovalle,Naturales,Rayos,5/23/2022,5/24/2022,2 a 3 Días,Superficial,Matorral Desértico Rosetófilo,Otros,Impacto Mínimo,0,0,1.09,1,0,2.09,0 a 5 Hectáreas,600,1200,87600,San Luis Potosí,,,,,,,,,
2022,22-24-0073,22.60370833,-99.56369167,10,San Luis Potosí,Ciudad del Maíz,24,10,1024,Occidente,Las Moras,Actividades agrícolas,Quema para desmontar,5/30/2022,6/1/2022,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,23,34,59,116,Mayor a 100 Hectáreas,900,1200,201600,San Luis Potosí,,,,,,,,,
2022,22-24-0074,21.94880833,-99.30040556,36,San Luis Potosí,Tamasopo,24,36,3624,Occidente,Tambaca 2,Actividades agrícolas,Quema de cañaveral,5/31/2022,6/1/2022,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,6.8,8.3,19.64,34.74,21 a 50 Hectáreas,300,600,81000,San Luis Potosí,,,,,,,,,
2022,22-24-0075,22.58805556,-100.7936111,56,San Luis Potosí,Villa de Arista,24,56,5624,Occidente,Rincón de Leijas,Actividades pecuarias,Actividades apícolas,6/1/2022,6/3/2022,2 a 3 Días,Superficial,Matorral Desértico Rosetófilo,Otros,Impacto Mínimo,0,0,4.2,6,0,10.2,11 a 20 Hectáreas,600,900,187200,San Luis Potosí,,,,,,,,,
