anio,Clave_del_incendio,latitud,longitud,Clave_Municipio,Estado,Municipio,CVE_ENT,CVE_MUN,CVEGEO,Region,Predio,Causa,Causa_especifica,Fecha_Inicio,Fecha_Termino,Duracion_dias,Tipo_de_incendio,Tipo_Vegetacion,Regimen_de_fuego,Tipo_impacto,Arbolado_Adulto,Renuevo,Arbustivo,Herbaceo,Hojarasca,Total_hectareas,Tamano,Deteccion,Llegada,Duracion,Entidad,fn_Clave_del_incendio,fn_Predio,fn_Causa,fn_Causa_especifica,fn_Duracion_dias,fn_Tipo_de_incendio,fn_Tipo_Vegetacion,fn_Tipo_impacto,fn_Tamano
2023,23-29-0163,19.56344444,-97.91829167,46,Tlaxcala,Emiliano Zapata,29,46,4629,Centro,Ejido Emiliano Zapata,Desconocidas,Desconocidas,6/20/2023,6/20/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0,1.8455,0,1.8455,0 a 5 Hectáreas,1200,2400,18000,Tlaxcala,,,,,,,,,
2023,23-29-0164,19.24359167,-98.06435556,50,Tlaxcala,San Francisco Tetlanohcan,29,50,5029,Centro,San Francisco,Intencional,Tala ilegal,6/20/2023,6/20/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0,1.0957,0,1.0957,0 a 5 Hectáreas,600,3600,13200,Tlaxcala,,,,,,,,,
2023,23-29-0165,19.27714722,-98.04776111,50,Tlaxcala,San Francisco Tetlanohcan,29,50,5029,Centro,San Francisco,Residuos de aprovechamiento forestal,Residuos de aprovechamiento forestal,6/22/2023,6/22/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0,0.232,0,0.232,0 a 5 Hectáreas,600,1500,10200,Tlaxcala,,,,,,,,,
2023,23-29-0166,19.26420278,-98.076375,10,Tlaxcala,Chiautempan,29,10,1029,Centro,San Bartolo,Intencional,Vandalismo,6/26/2023,6/26/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0,0.9754,0,0.9754,0 a 5 Hectáreas,300,1800,9000,Tlaxcala,,,,,,,,,
2023,23-30-0001,19.54083333,-97.23222222,128,Veracruz,Perote,30,128,12830,Centro,Pequeñas Propiedades De Villa De Perote / La Normal,Desconocidas,Desconocidas,1/2/2023,1/2/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.283,0,0,0.283,0 a 5 Hectáreas,600,2700,9300,Veracruz,,,,,,,,,
2023,23-30-0002,20.51805556,-98.48,72,Veracruz,Huayacocotla,30,72,7230,Centro,Ejido Los Duraznos / La Curva,Fumadores,Fumadores,1/3/2023,1/3/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.238,0,0,0.238,0 a 5 Hectáreas,600,1800,8100,Veracruz,,,,,,,,,
2023,23-30-0003,19.61277778,-97.31888889,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Granjas Caroll De México,Desconocidas,Desconocidas,1/4/2023,1/4/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0.2173,0.843,0,0,1.0603,0 a 5 Hectáreas,600,1500,7200,Veracruz,,,,,,,,,
2023,23-30-0004,19.56055556,-97.22722222,128,Veracruz,Perote,30,128,12830,Centro,Ejido Villa De Perote / La Tepecilera,Desconocidas,Desconocidas,1/8/2023,1/8/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0.5,0.549,0,0,1.049,0 a 5 Hectáreas,600,2700,12300,Veracruz,,,,,,,,,
2023,23-30-0005,19.51694444,-97.23944444,128,Veracruz,Perote,30,128,12830,Centro,Ejido Francisco I Madero/ Pueblo Viejo,Desconocidas,Desconocidas,1/11/2023,1/11/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.8967,0,0,0.8967,0 a 5 Hectáreas,1800,3900,9000,Veracruz,,,,,,,,,
2023,23-30-0006,19.51722222,-97.23861111,128,Veracruz,Perote,30,128,12830,Centro,Ejido Francisco I Madero/ Las Piramides,Intencional,Rencillas,1/11/2023,1/11/2023,1 Día,Superficial,Bosque de Pino,Influido,Impacto Mínimo,0,2.097,4,0,0,6.097,6 a 10 Hectáreas,600,2700,25500,Veracruz,,,,,,,,,
2023,23-30-0007,18.81611111,-97.24972222,99,Veracruz,Maltrata,30,99,9930,Centro,Pequeñas Propiedades De Heriberto Jara Corona/ La Casita,Quema de basureros,Basurero irregular,1/12/2023,1/12/2023,1 Día,Superficial,Bosque de Encino,Dependiente,Impacto Mínimo,0,0,0.7058,0,0,0.7058,0 a 5 Hectáreas,600,1800,6000,Veracruz,,,,,,,,,
2023,23-30-0008,18.82469444,-97.25152778,99,Veracruz,Maltrata,30,99,9930,Centro,Propiedad Privada Heriberto Jara Corona / El Horno,Fogatas,Fogatas,1/16/2023,1/16/2023,1 Día,Superficial,Bosque de Encino,Dependiente,Impacto Mínimo,0,0,1.0466,0.822,0,1.8686,0 a 5 Hectáreas,600,1800,10200,Veracruz,,,,,,,,,
2023,23-30-0009,18.815,-97.24444444,99,Veracruz,Maltrata,30,99,9930,Centro,Propiedad Privada El Trébol / Bomba De Pémex,Desconocidas,Desconocidas,1/17/2023,1/17/2023,1 Día,Superficial,Bosque de Encino,Dependiente,Impacto Mínimo,0,0,0,0.5985,0,0.5985,0 a 5 Hectáreas,720,3120,8520,Veracruz,,,,,,,,,
2023,23-30-0010,19.63972222,-97.19333333,194,Veracruz,Villa Aldama,30,194,19430,Centro,Ejido Cruz Blanca/ El Bosquesito,Actividades pecuarias,Quema para pastoreo,1/17/2023,1/17/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,2.8078,0,0,2.8078,0 a 5 Hectáreas,600,1800,15000,Veracruz,,,,,,,,,
2023,23-30-0011,18.81624167,-97.21495278,115,Veracruz,Nogales,30,115,11530,Centro,Pequeñas Propiedades De Los Colorines / Barranca Del Coleo,Actividades agrícolas,Quema para preparación de siembra,1/18/2023,1/18/2023,1 Día,Superficial,Bosque de Encino,Influido,Impacto Mínimo,0,0,0.5359,0.502,0,1.0379,0 a 5 Hectáreas,1440,1800,7800,Veracruz,,,,,,,,,
2023,23-30-0012,19.53611111,-97.24833333,128,Veracruz,Perote,30,128,12830,Centro,Ejidos Justo Sierra- Libertad / La Barranca,Desconocidas,Desconocidas,1/18/2023,1/18/2023,1 Día,Superficial,Bosque de Pino,Influido,Impacto Mínimo,0,1,1,0.127,0,2.127,0 a 5 Hectáreas,1800,2700,16800,Veracruz,,,,,,,,,
2023,23-30-0013,18.8375,-97.21305556,115,Veracruz,Nogales,30,115,11530,Centro,Ejido El Encinar - Palo Verde/ La Ladera,Otras actividades productivas,Hornos de carbón,1/19/2023,1/19/2023,1 Día,Superficial,Bosque de Encino,Influido,Impacto Mínimo,0,0,1.016,0,0,1.016,0 a 5 Hectáreas,1260,7200,23400,Veracruz,,,,,,,,,
2023,23-30-0014,19.53777778,-97.2375,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Justo Sierra/ Barranca Los Murmullos,Intencional,Vandalismo,1/20/2023,1/20/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.751,0,0,0.751,0 a 5 Hectáreas,600,2700,10200,Veracruz,,,,,,,,,
2023,23-30-0015,18.823275,-97.249625,99,Veracruz,Maltrata,30,99,9930,Centro,Pequeñas Propiedades De Heriberto Jara Corona,Fogatas,Fogatas,1/20/2023,1/20/2023,1 Día,Superficial,Bosque de Encino,Dependiente,Impacto Mínimo,0,0,0.354,0.354,0,0.708,0 a 5 Hectáreas,600,900,9600,Veracruz,,,,,,,,,
2023,23-30-0016,19.05305556,-97.22333333,29,Veracruz,Calcahualco,30,29,2930,Centro,Parque Nacional Pico De Orizaba,Cazadores,Cazadores,1/22/2023,1/26/2023,4 a 7 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,10.7281,0,43.4265,54.1546,51 a 100 Hectáreas,14640,17340,396240,Veracruz,,,,,,,,,
2023,23-30-0017,19.38055556,-97.21305556,25,Veracruz,Ayahualulco,30,25,2530,Centro,Propiedad Privada De Ciprés/ Peña Sola,Intencional,Vandalismo,1/29/2023,1/29/2023,1 Día,Superficial,Bosque de Pino-Encino,Dependiente,Impacto Mínimo,0,0,0.887,0,0,0.887,0 a 5 Hectáreas,600,6300,28800,Veracruz,,,,,,,,,
2023,23-30-0018,20.39310556,-98.42385278,72,Veracruz,Huayacocotla,30,72,7230,Centro,Propiedad Privada El Palizar,Fumadores,Fumadores,1/29/2023,1/30/2023,2 a 3 Días,Superficial,Bosque de Encino-Pino,Influido,Impacto Mínimo,0,0,4.314,0,0,4.314,0 a 5 Hectáreas,600,6600,64800,Veracruz,,,,,,,,,
2023,23-30-0019,19.53888889,-97.23138889,128,Veracruz,Perote,30,128,12830,Centro,Pequeñas Propiedades De Perote/ La Normal,Intencional,Vandalismo,1/29/2023,1/29/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0.281,0,1.959,0,0,2.24,0 a 5 Hectáreas,900,5400,11100,Veracruz,,,,,,,,,
2023,23-30-0020,19.42527778,-97.17,79,Veracruz,Ixhuacán de los Reyes,30,79,7930,Centro,Ejido Ayahualulco/ El Llano,Actividades pecuarias,Quema para pastoreo,1/31/2023,1/31/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,3.29,0,0,3.29,0 a 5 Hectáreas,900,5700,17700,Veracruz,,,,,,,,,
2023,23-30-0021,19.50388889,-97.20388889,128,Veracruz,Perote,30,128,12830,Centro,Ejido Tenextepec/ El Maguey,Actividades agrícolas,Quema para preparación de siembra,2/1/2023,2/1/2023,1 Día,Superficial,Bosque de Oyamel,Influido,Impacto Mínimo,0,0,0.158,0,0,0.158,0 a 5 Hectáreas,900,3300,7500,Veracruz,,,,,,,,,
2023,23-30-0022,19.53194444,-97.23583333,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Justo Sierra/ El Basurero,Fogatas,Fogatas,1/31/2023,1/31/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.164,0,0,0.164,0 a 5 Hectáreas,600,3900,9600,Veracruz,,,,,,,,,
2023,23-30-0023,19.42666667,-97.24527778,25,Veracruz,Ayahualulco,30,25,2530,Centro,Ejido Ayahualulco/ Cerro Pinto,Actividades agrícolas,Quema para preparación de siembra,2/3/2023,2/3/2023,1 Día,Superficial,Matorral Desértico Rosetófilo,Sensible,Impacto Mínimo,0,0,2.748,0,0,2.748,0 a 5 Hectáreas,900,5700,29700,Veracruz,,,,,,,,,
2023,23-30-0024,19.46083333,-97.19388889,25,Veracruz,Ayahualulco,30,25,2530,Centro,Ejido Ayahualulco/ El Filo,Fogatas,Fogatas,2/3/2023,2/3/2023,1 Día,Superficial,Bosque de Pino-Encino,Dependiente,Impacto Mínimo,0,0,1.118,0,0,1.118,0 a 5 Hectáreas,1800,7200,30900,Veracruz,,,,,,,,,
2023,23-30-0025,19.42833333,-97.24555556,25,Veracruz,Ayahualulco,30,25,2530,Centro,Ejido Ayahualulco/ Cerro Pinto,Actividades agrícolas,Quema para preparación de siembra,2/4/2023,2/4/2023,1 Día,Superficial,Matorral Desértico Rosetófilo,Sensible,Impacto Mínimo,0,0,1.526,0,0,1.526,0 a 5 Hectáreas,900,5700,35100,Veracruz,,,,,,,,,
2023,23-30-0026,19.52888889,-97.1325,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Col. Agrícola Del Progreso/ Dos Cerros,Fogatas,Fogatas,2/5/2023,2/5/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.455,0,0,0.455,0 a 5 Hectáreas,900,5100,16200,Veracruz,,,,,,,,,
2023,23-30-0027,19.52611111,-97.13222222,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Col. Agrícola Del Progreso / Puente Quebrado,Fogatas,Fogatas,2/5/2023,2/6/2023,2 a 3 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.834,0,0,0.834,0 a 5 Hectáreas,600,1200,8700,Veracruz,,,,,,,,,
2023,23-30-0028,19.62333333,-97.23416667,128,Veracruz,Perote,30,128,12830,Centro,Ejido San Andrés Buenavista/ El Llano,Actividades pecuarias,Quema para pastoreo,2/7/2023,2/7/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.371,0,0,0.371,0 a 5 Hectáreas,600,2100,9000,Veracruz,,,,,,,,,
2023,23-30-0029,19.04415278,-97.18075,47,Veracruz,Coscomatepec,30,47,4730,Centro,Ejido Tetelcingo/ Las Ventas,Actividades agrícolas,Quema para preparación de siembra,2/7/2023,2/7/2023,1 Día,Superficial,Bosque de Encino-Pino,Influido,Impacto Mínimo,0,0,2.2934,0,0,2.2934,0 a 5 Hectáreas,8100,33300,51300,Veracruz,,,,,,,,,
2023,23-30-0030,19.04027778,-97.14888889,47,Veracruz,Coscomatepec,30,47,4730,Centro,Ejido Tetelzingo/ El Olvido,Actividades agrícolas,Quema para preparación de siembra,2/8/2023,2/8/2023,1 Día,Superficial,Bosque de Encino,Influido,Impacto Mínimo,0,0,1.565,0,0,1.565,0 a 5 Hectáreas,7800,16200,40200,Veracruz,,,,,,,,,
2023,23-30-0031,19.5325,-97.28472222,128,Veracruz,Perote,30,128,12830,Centro,Ejido Fco. I. Madero/ La Barranca,Quema de basureros,Basurero irregular,2/8/2023,2/8/2023,1 Día,Superficial,Bosque de Pino,Influido,Impacto Mínimo,0,0.232,2.09,0,0,2.322,0 a 5 Hectáreas,900,3000,8700,Veracruz,,,,,,,,,
2023,23-30-0032,18.87805556,-97.23666667,99,Veracruz,Maltrata,30,99,9930,Centro,Ejido El Xuchil / El Portizuelo,Desconocidas,Desconocidas,2/8/2023,2/9/2023,2 a 3 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.94,0,0,0.94,0 a 5 Hectáreas,900,4380,95700,Veracruz,,,,,,,,,
2023,23-30-0033,19.385,-97.20666667,25,Veracruz,Ayahualulco,30,25,2530,Centro,Propiedad Privada Del Ciprés/ La Cuesta,Fogatas,Fogatas,2/8/2023,2/8/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.238,0,0,0.238,0 a 5 Hectáreas,900,1800,20700,Veracruz,,,,,,,,,
2023,23-30-0034,19.38583333,-97.19972222,25,Veracruz,Ayahualulco,30,25,2530,Centro,Propiedad Privada De El Capulin/ El Pinal,Fogatas,Fogatas,2/9/2023,2/9/2023,1 Día,Superficial,Bosque de Encino,Dependiente,Impacto Mínimo,0,0,0.434,0,0,0.434,0 a 5 Hectáreas,900,2400,28200,Veracruz,,,,,,,,,
2023,23-30-0035,19.60805556,-97.08,132,Veracruz,Las Vigas de Ramírez,30,132,13230,Centro,Ejido Tejocotal Ranchillos / Las Canoas,Desconocidas,Desconocidas,2/10/2023,2/10/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.101,0,0,0.101,0 a 5 Hectáreas,1200,3000,10800,Veracruz,,,,,,,,,
2023,23-30-0036,19.54972222,-97.23638889,128,Veracruz,Perote,30,128,12830,Centro,Ejido Villa De Perote / Granjas Ximonco,Intencional,Vandalismo,2/12/2023,2/12/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,1.418,0,0,1.418,0 a 5 Hectáreas,900,3600,16500,Veracruz,,,,,,,,,
2023,23-30-0037,19.55972222,-97.22777778,128,Veracruz,Perote,30,128,12830,Centro,Ejido Villa De Perote/ La Tepecilera,Intencional,Vandalismo,2/13/2023,2/13/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.196,0,0,0.196,0 a 5 Hectáreas,600,2700,7800,Veracruz,,,,,,,,,
2023,23-30-0038,20.41777778,-98.46638889,72,Veracruz,Huayacocotla,30,72,7230,Centro,Ejido Carbonero/ Los Jacales,Fumadores,Fumadores,2/13/2023,2/13/2023,1 Día,Superficial,Bosque de Pino-Encino,Dependiente,Impacto Mínimo,0,0,0.277,0,0,0.277,0 a 5 Hectáreas,600,2700,9600,Veracruz,,,,,,,,,
2023,23-30-0039,19.55055556,-97.23555556,128,Veracruz,Perote,30,128,12830,Centro,Ejido Villa De Perote/ Los Alcoholicos,Intencional,Vandalismo,2/14/2023,2/14/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.298,0,0,0.298,0 a 5 Hectáreas,600,3300,9600,Veracruz,,,,,,,,,
2023,23-30-0040,19.39777778,-97.16694444,25,Veracruz,Ayahualulco,30,25,2530,Centro,Propiedad Privada De Ayahualulco/ Agua Escondida,Actividades pecuarias,Quema para pastoreo,2/14/2023,2/15/2023,2 a 3 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,7.663,6.5,0,0,14.163,11 a 20 Hectáreas,21600,27000,115200,Veracruz,,,,,,,,,
2023,23-30-0041,19.44305556,-97.15166667,79,Veracruz,Ixhuacán de los Reyes,30,79,7930,Centro,Parque Nacional Cofre De Perote / La Puerta Del Zompantle,Desconocidas,Desconocidas,2/14/2023,2/16/2023,2 a 3 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,13.472,0,0,13.472,11 a 20 Hectáreas,1500,3300,173700,Veracruz,,,,,,,,,
2023,23-30-0042,19.43611111,-97.16083333,79,Veracruz,Ixhuacán de los Reyes,30,79,7930,Centro,Ejido Ayahualulco / Las Galeras,Desconocidas,Desconocidas,2/15/2023,2/17/2023,2 a 3 Días,Mixto,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,70.138,0,0,70.138,51 a 100 Hectáreas,600,7800,194400,Veracruz,,,,,,,,,
2023,23-30-0043,20.46888889,-98.36944444,198,Veracruz,Zacualpan,30,198,19830,Centro,Propiedad Privada De Pueblo Viejo / La Fragua,Desconocidas,Desconocidas,2/15/2023,2/15/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.2588,0,0,0.2588,0 a 5 Hectáreas,900,3300,17100,Veracruz,,,,,,,,,
2023,23-30-0044,19.3725,-97.22833333,25,Veracruz,Ayahualulco,30,25,2530,Centro,Ejido El Progreso/ Reserva El Campanario,Actividades agrícolas,Quema para preparación de siembra,2/15/2023,2/17/2023,2 a 3 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,72.344,0,0,72.344,51 a 100 Hectáreas,1800,13200,180000,Veracruz,,,,,,,,,
2023,23-30-0045,18.83083333,-97.24694444,99,Veracruz,Maltrata,30,99,9930,Centro,Ejido Maltrata / La Monera,Actividades agrícolas,Quema para preparación de siembra,2/16/2023,2/18/2023,2 a 3 Días,Superficial,Bosque de Encino,Dependiente,Impacto Mínimo,0,0,80.738,0,0,80.738,51 a 100 Hectáreas,1500,2700,177300,Veracruz,,,,,,,,,
2023,23-30-0046,18.25972222,-94.83555556,104,Veracruz,Mecayapan,30,104,10430,Centro,Ejido Mecayapan/ Cerro Pelón,Cazadores,Cazadores,2/16/2023,2/17/2023,2 a 3 Días,Superficial,Bosque de Pino-Encino,Dependiente,Impacto Mínimo,0,0,0.853,0,0,0.853,0 a 5 Hectáreas,600,44400,54300,Veracruz,,,,,,,,,
2023,23-30-0047,19.52,-97.23805556,128,Veracruz,Perote,30,128,12830,Centro,Ejido Fco. I. Madero /  Pueblo Viejo,Intencional,Vandalismo,2/18/2023,2/18/2023,1 Día,Superficial,Bosque de Pino,Influido,Impacto Mínimo,0,0,14.724,0,0,14.724,11 a 20 Hectáreas,900,2700,33900,Veracruz,,,,,,,,,
2023,23-30-0048,19.50944444,-97.215,128,Veracruz,Perote,30,128,12830,Centro,Ejido Tenextepec / La Cuesta De Los Yugos,Actividades agrícolas,Quema para preparación de siembra,2/20/2023,2/20/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,1.051,0,0,1.051,0 a 5 Hectáreas,600,3600,9900,Veracruz,,,,,,,,,
2023,23-30-0049,19.58833333,-97.20916667,128,Veracruz,Perote,30,128,12830,Centro,Ejido Los Molinos/ La Hacienda,Actividades agrícolas,Quema para preparación de siembra,2/20/2023,2/20/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.307,0,0,0.307,0 a 5 Hectáreas,1200,2400,7200,Veracruz,,,,,,,,,
2023,23-30-0050,19.56388889,-97.155,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada Los Pescados/ Cerro Del Venado,Actividades agrícolas,Quema para preparación de siembra,2/20/2023,2/20/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.351,0,0,0.351,0 a 5 Hectáreas,600,1800,7800,Veracruz,,,,,,,,,
2023,23-30-0051,19.65861111,-97.10416667,156,Veracruz,Tatatila,30,156,15630,Centro,Propiedad Privada De Tatatila/ La Catalina,Quema de basureros,Quema en traspatio,2/21/2023,2/21/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.193,0,0,0.193,0 a 5 Hectáreas,300,1500,7200,Veracruz,,,,,,,,,
2023,23-30-0052,19.38583333,-97.22111111,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada La Gloria/ La Cumbre,Intencional,Tala ilegal,2/21/2023,2/21/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.66,0,0,0.66,0 a 5 Hectáreas,1800,10200,41400,Veracruz,,,,,,,,,
2023,23-30-0053,18.72833333,-97.08305556,168,Veracruz,Tequila,30,168,16830,Centro,Propiedad Privada De El Caballito/ Santa Cruz,Intencional,Tala ilegal,2/22/2023,2/22/2023,1 Día,Superficial,Bosque de Encino-Pino,Influido,Impacto Mínimo,0,0,0.5211,0,0,0.5211,0 a 5 Hectáreas,1260,5700,48900,Veracruz,,,,,,,,,
2023,23-30-0054,19.03472222,-97.20666667,127,Veracruz,La Perla,30,127,12730,Centro,Propiedad Privada Potrero Nuevo/ El Filo,Actividades pecuarias,Quema para pastoreo,2/23/2023,2/23/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,7.2157,0,0,7.2157,6 a 10 Hectáreas,900,3420,27120,Veracruz,,,,,,,,,
2023,23-30-0055,19.53722222,-97.24944444,128,Veracruz,Perote,30,128,12830,Centro,Ejido Justo Sierra/ Cornejal,Fogatas,Fogatas,2/23/2023,2/23/2023,1 Día,Superficial,Bosque de Pino,Influido,Impacto Mínimo,0,0.183,1,0,0,1.183,0 a 5 Hectáreas,600,2700,6600,Veracruz,,,,,,,,,
2023,23-30-0056,19.4425,-97.27361111,128,Veracruz,Perote,30,128,12830,Centro,Ejido La Gloria/ Rancho Las Animas,Actividades pecuarias,Quema para pastoreo,2/23/2023,2/23/2023,1 Día,Superficial,Bosque de Pino,Influido,Impacto Mínimo,0,2.12,3.395,0,0,5.515,0 a 5 Hectáreas,900,3600,20700,Veracruz,,,,,,,,,
2023,23-30-0057,18.79388889,-97.21027778,115,Veracruz,Nogales,30,115,11530,Centro,Ejido Maltrata / Cerro De Rancho Viejo,Fumadores,Fumadores,2/23/2023,3/2/2023,Mayor de 7 Días,Superficial,Bosque de Encino,Influido,Impacto Mínimo,0,0,82.938,35.227,0,118.165,Mayor a 100 Hectáreas,1680,5280,596880,Veracruz,,,,,,,,,
2023,23-30-0058,19.58277778,-97.17305556,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Perote/ El Cerrito,Actividades agrícolas,Quema para preparación de siembra,2/24/2023,2/24/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.088,0,0,0.088,0 a 5 Hectáreas,600,2100,4200,Veracruz,,,,,,,,,
2023,23-30-0059,19.44277778,-97.27444444,128,Veracruz,Perote,30,128,12830,Centro,Ejido La Gloria / Rancho Las Animas 2,Actividades pecuarias,Quema para pastoreo,2/24/2023,2/24/2023,1 Día,Superficial,Matorral Desértico Rosetófilo,Sensible,Impacto Mínimo,0,0,0.281,0,0,0.281,0 a 5 Hectáreas,900,5400,12600,Veracruz,,,,,,,,,
2023,23-30-0060,20.3925,-98.42277778,72,Veracruz,Huayacocotla,30,72,7230,Centro,Propiedad Privada de El Palizar / La Loma de Papel,Desconocidas,Desconocidas,2/24/2023,2/24/2023,1 Día,Superficial,Bosque Cultivado,Condiciones especiales,Impacto Mínimo,0,0,0.197,0,0,0.197,0 a 5 Hectáreas,600,2700,19500,Veracruz,,,,,,,,,
2023,23-30-0061,19.37916667,-97.22277778,25,Veracruz,Ayahualulco,30,25,2530,Centro,Pequeñas Propiedades De Altamirada / El Peñascal,Intencional,Vandalismo,2/24/2023,2/25/2023,2 a 3 Días,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.975,0,0,0.975,0 a 5 Hectáreas,900,6900,103500,Veracruz,,,,,,,,,
2023,23-30-0062,19.55805556,-97.07138889,1,Veracruz,Acajete,30,1,130,Centro,Propiedad Privada De Acajete / Agua Del Coyote,Otras actividades productivas,Hornos de carbón,2/27/2023,2/27/2023,1 Día,Superficial,Bosque de Pino-Encino,Dependiente,Impacto Mínimo,0,0,0.236,0,0,0.236,0 a 5 Hectáreas,900,3600,15000,Veracruz,,,,,,,,,
2023,23-30-0063,19.695,-97.2175,10,Veracruz,Altotonga,30,10,1030,Centro,Propiedad Privada De Altotonga/ Aguachalerillo,Otras actividades productivas,Hornos de carbón,2/28/2023,2/28/2023,1 Día,Superficial,Bosque de Pino-Encino,Dependiente,Impacto Mínimo,0,0,0.805,0,0,0.805,0 a 5 Hectáreas,1800,4800,25200,Veracruz,,,,,,,,,
2023,23-30-0064,19.37888889,-97.22166667,25,Veracruz,Ayahualulco,30,25,2530,Centro,Pequeñas Propiedades De Altamirada / El Tanque,Intencional,Vandalismo,2/28/2023,2/28/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.719,0,0,0.719,0 a 5 Hectáreas,1200,8400,36000,Veracruz,,,,,,,,,
2023,23-30-0065,19.52666667,-97.20083333,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Rancho Nuevo/ El Tejocote,Intencional,Vandalismo,2/28/2023,2/28/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,1.132,0,0,1.132,0 a 5 Hectáreas,10320,15720,25320,Veracruz,,,,,,,,,
2023,23-30-0066,19.52277778,-97.20138889,128,Veracruz,Perote,30,128,12830,Centro,Propiedad Privada De Rancho Nuevo / El Panteón,Actividades agrícolas,Quema para preparación de siembra,3/1/2023,3/1/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,0.146,0,0,0.146,0 a 5 Hectáreas,600,2700,5400,Veracruz,,,,,,,,,
2023,23-30-0067,19.37777778,-97.22111111,25,Veracruz,Ayahualulco,30,25,2530,Centro,Pequeñas Propiedades De Altamira/ La Cumbre,Intencional,Vandalismo,3/1/2023,3/1/2023,1 Día,Superficial,Bosque de Pino,Dependiente,Impacto Mínimo,0,0,3.383,0,0,3.383,0 a 5 Hectáreas,900,8100,31500,Veracruz,,,,,,,,,
2023,23-30-0068,18.97888889,-97.12638889,127,Veracruz,La Perla,30,127,12730,Centro,Propiedad Privada Metlac Hernandez/ Las Conejeras,Otras actividades productivas,Hornos de carbón,3/1/2023,3/2/2023,2 a 3 Días,Superficial,Bosque Mesófilo de Montaña,Sensible,Impacto Mínimo,0,0,3.531,0,0,3.531,0 a 5 Hectáreas,2220,13500,141300,Veracruz,,,,,,,,,
